Current	Voltage	Int_Temp	Ext_Temp	H_Temp	Dt_cycle	Wor_State	Short_cir	over_load	Ovr_Heat	Blk_Shaft
2.01	3.54	29.00	28.00	50.50	40.00	1	0	0	0	1
1.98	3.50	29.00	28.00	50.50	36.00	1	0	0	0	1
1.76	3.31	29.00	28.00	50.50	32.00	1	0	0	0	1
1.49	3.03	29.00	28.00	51.00	29.00	1	0	0	0	1
1.17	2.83	29.00	28.00	51.00	27.00	1	0	0	0	1
1.14	2.63	29.00	28.00	51.00	23.00	1	0	0	0	1
1.01	2.44	29.00	28.00	51.50	23.00	1	0	0	0	1
0.83	2.18	29.00	28.00	51.50	22.00	1	0	0	0	1
0.82	2.15	29.00	28.00	51.50	18.00	1	0	0	0	1
0.77	2.12	29.00	28.00	51.50	14.00	1	0	0	0	1
0.61	1.75	29.00	28.00	52.00	11.00	1	0	0	0	1
0.44	1.43	29.00	28.00	52.00	9.00	1	0	0	0	1
0.32	1.20	29.00	28.00	52.00	6.00	1	0	0	0	1
0.27	0.99	29.00	28.00	52.50	5.00	1	0	0	0	1
0.21	0.74	29.00	28.00	52.50	5.00	1	0	0	0	1
0.22	0.70	29.00	28.00	52.50	3.00	1	0	0	0	1
0.22	0.70	29.00	28.00	52.50	3.00	1	0	0	0	1
0.18	0.53	29.00	28.00	53.00	1.00	1	0	0	0	1
0.16	0.46	29.00	28.00	53.00	1.00	1	0	0	0	1
